query,matching_paragraphs,num_matching_paragraphs,num_matching_docs,nonmatching_paragraphs,num_nonmatching_paragraphs,num_nonmatching_docs,label,overlap,par_balance,doc_balance
"tb 296 assay techniques for detection of exposure to sulfur mustard, cholinesterase inhibitors, sarin, soman, gf, and cyanide",['TB MED 296.pdf_3'],1,1,['PAM 385-61.pdf_179'],1,1,train,0,1.0,1.0
tb 750-2 operating guide for toe medical equipment maintenance,['TB MED 750-2.pdf_1102'],1,1,"['AR 750-1.pdf_660', 'ATP 4-02.1.pdf_123', 'ATP 4-02.4.pdf_491']",3,3,train,0,0.3333333333333333,0.3333333333333333
"tc 3-04.15 air traffic control facility operations, training, maintenance, and standardization","['TC 3-04.15.pdf_0', 'TC 3-04.15.pdf_2']",2,1,"['TC 3-04.16.pdf_149', 'ATP 3-04.6.pdf_102']",2,2,train,0,1.0,0.5
the aasa will—,"['DA MEMO 600-8-22.pdf_3', 'DA MEMO 600-8-22.pdf_4', 'DA MEMO 600-8-22.pdf_1']",3,1,"['AR 210-14.pdf_40', 'ARMY DIR 2017-05.pdf_120', 'ARMY DIR 2017-05.pdf_121', 'ARMY DIR 2017-05.pdf_313', 'ARMY DIR 2017-05.pdf_68', 'ARMY DIR 2017-05.pdf_305', 'AGO 2020-01.pdf_22', 'HQDA POLICY NOTICE 3853.pdf_15', 'HQDA POLICY NOTICE 3853.pdf_23', 'HQDA POLICY NOTICE 3853.pdf_26', 'HQDA POLICY NOTICE 3853.pdf_21', 'HQDA POLICY NOTICE 3853.pdf_16']",12,4,train,0,0.25,0.25
title 50 war and national defense,"['Title 50 - War and National Defense.pdf_2', 'Title 50 - War and National Defense.pdf_0', 'Title 50 - War and National Defense.pdf_38', 'Title 50 - War and National Defense.pdf_291', 'Title 50 - War and National Defense.pdf_69']",5,1,"['Title 50 - Appendix.pdf_0', 'ADP 3-28.pdf_121', 'MCO 5710.6D.pdf_401', 'H.R. 5410 IH 117th.pdf_1', 'ATP 3-27.3.pdf_79', 'Title 42 - ch82to123_Secs6901to11851.pdf_327', 'Title 42 - ch82to123_Secs6901to11851.pdf_370', 'Title 42 - ch82to123_Secs6901to11851.pdf_369', 'Title 42 - ch82to123_Secs6901to11851.pdf_326', 'Title 42 - ch82to123_Secs6901to11851.pdf_325', 'FM 3-50.pdf_237', 'Title 42 - ch8to39_Secs1401to3259.pdf_1581', 'Title 42 - ch8to39_Secs1401to3259.pdf_1583', 'Title 42 - ch8to39_Secs1401to3259.pdf_1582', 'Title 42 - ch8to39_Secs1401to3259.pdf_500', 'Title 42 - ch8to39_Secs1401to3259.pdf_1586', 'ATP 4-02.42.pdf_334', 'COUNTRY IRAN STUDY_3.pdf_172', 'ATP 3-05.2.pdf_144', 'ATP 3-05.2.pdf_213']",20,11,train,0,0.25,0.09090909090909091
tm 3-34.84 swift water diving operations,"['TM 3-34.84.pdf_0', 'TM 3-34.84.pdf_20', 'TM 3-34.84.pdf_18', 'TM 3-34.84.pdf_25', 'TM 3-34.84.pdf_50']",5,1,"['AFI 10-3504.pdf_56', 'AFI 10-3504.pdf_64', 'ATP 3-34.22.pdf_136', 'FM 3-34.pdf_133']",4,3,train,0,1.25,0.3333333333333333
tm 4-41.11 dining facility operations,"['TM 4-41.11.pdf_8', 'TM 4-41.11.pdf_254', 'TM 4-41.11.pdf_249', 'TM 4-41.11.pdf_761', 'TM 4-41.11.pdf_258']",5,1,"['TB MED 530.pdf_4374', 'TM 4-41.12.pdf_186', 'TM 4-41.12.pdf_116', 'ATP 4-41.pdf_154', 'AR 30-22.pdf_290', 'PAM 30-22.pdf_790']",6,5,train,0,0.8333333333333334,0.2
tm 5-813-8 water desalination,"['TM 5-813-8.pdf_29', 'TM 5-813-8.pdf_32', 'TM 5-813-8.pdf_79', 'TM 5-813-8.pdf_0', 'TM 5-813-8.pdf_5']",5,1,"['TM 5-813-8_dup1.pdf_29', 'TM 5-813-8_dup1.pdf_32', 'TM 5-813-8_dup1.pdf_79', 'TM 5-813-8_dup1.pdf_0', 'TM 5-813-8_dup1.pdf_5', 'TB MED 577.pdf_1112', 'NAVMC 3500.12B CH 1-8.pdf_9478', 'NAVMC 3500.12B CH 1-8.pdf_9371', 'NAVMC 3500.12B CH 1-8.pdf_16575', 'NAVMC 3500.12B CH 1-8.pdf_9763', 'NAVMC 3500.12B.pdf_9478', 'NAVMC 3500.12B.pdf_9371', 'NAVMC 3500.12B.pdf_16575', 'NAVMC 3500.12B.pdf_9763', 'TM 5-813-3.pdf_41', 'TM 5-813-3.pdf_69', 'TM 5-813-3_dup1.pdf_41', 'TM 5-813-3_dup1.pdf_69', 'AR 200-1.pdf_67']",19,7,train,0,0.2631578947368421,0.14285714285714285
ukraine supplemental,"['S. 3724 PCS 117th.pdf_0', 'S. 3724 PCS 117th.pdf_7', 'S. 3811 IS 117th.pdf_0']",3,2,"['S. 4190 PCS 117th.pdf_2', 'H.R. 7691 EH 117th.pdf_31', 'H.R. 7691 EH 117th.pdf_29', 'H.R. 7691 EH 117th.pdf_0', 'H.R. 6470 IH 117th.pdf_9', 'S. 3488 PCS 117th.pdf_9', 'H.R. 7691 PCS 117th.pdf_31', 'H.R. 7691 PCS 117th.pdf_29', 'H.R. 7691 PCS 117th.pdf_0', 'CFR-2021-title22-vol1.pdf_801', 'H.R. 6742 IH 117th.pdf_21', 'H.R. 2471 EAH 117th.pdf_1784']",12,8,train,0,0.25,0.25
usar pam 710-2 army reserve material management procedures,['USAR PAM 710-2.pdf_7'],1,1,"['USAR REG 700-1.pdf_12', 'AR 710-2.pdf_47']",2,2,train,0,0.5,0.5
usar reg 608-1 army reserve family programs,"['USAR REG 608-1.pdf_8', 'USAR REG 608-1.pdf_35', 'USAR REG 608-1.pdf_39', 'USAR REG 608-1.pdf_45']",4,1,['USAR CIR 25-11-1.pdf_220'],1,1,train,0,4.0,1.0
usar reg 750-1 army reserve materiel maintenance management,"['USAR REG 750-1.pdf_0', 'USAR REG 750-1.pdf_1', 'USAR REG 750-1.pdf_9', 'USAR REG 750-1.pdf_4', 'USAR REG 750-1.pdf_110']",5,1,"['USAR PAM 350-1.pdf_37', 'USAR REG 700-1.pdf_11']",2,2,train,0,2.5,0.5
44-103,"['AFI 44-103.pdf_1', 'AFI 44-103.pdf_59', 'AFI 44-103.pdf_34', 'AFI 44-103.pdf_26', 'AFI 44-103.pdf_41']",5,1,"['CFETP 4N0X1X.pdf_3306', 'CFETP 4N0X1X.pdf_3312', 'CFETP 4N0X1X.pdf_3308', 'DAFI 99-103.pdf_563', 'AFI 65-103.pdf_191', 'AFI 65-103.pdf_13', 'DoDM 4715.05 Volume 5.pdf_437', 'AFI 99-103.pdf_15', 'AFI 99-103.pdf_82', 'AFJMAN 23-210.pdf_764', 'NAVMC 3500.76.pdf_180', 'SASC Hearing - General and Flag Officer Requirements Agenda Witnesses - Vice Admiral William E. Gortney, USN Testimony.pdf_31', 'FMFRP 12-12-II HISTORY OF MEDICAL DEPT OF U.S NAVY IN WW II-VOL II.pdf_148', 'FMFRP 12-12-II HISTORY OF MEDICAL DEPT OF U.S NAVY IN WW II-VOL II.pdf_59', 'FMFRP 12-12-II HISTORY OF MEDICAL DEPT OF U.S NAVY IN WW II-VOL II.pdf_109', 'AFTTP 3-42.7.pdf_166', 'AFTTP 3-42.7.pdf_144', 'STP 44-14J14-SM-TG.pdf_1961', 'STP 44-14J14-SM-TG.pdf_4912', 'STP 44-14J14-SM-TG.pdf_13']",20,11,test,0,0.25,0.09090909090909091
adp 4-0 sustainment,"['ADP 4-0.pdf_8', 'ADP 4-0.pdf_0', 'ADP 4-0.pdf_2', 'ADP 4-0.pdf_1', 'ADP 4-0.pdf_4']",5,1,"['FM 4-0.pdf_8', 'FM 4-0.pdf_316', 'FM 4-0.pdf_338', 'FM 4-0.pdf_341', 'FM 4-0.pdf_332', 'ADP 3-0.pdf_62', 'ADP 3-0.pdf_94', 'ADP 3-0.pdf_88', 'ADP 3-0.pdf_61', 'ADP 3-0.pdf_53', 'FM 5-0.pdf_403', 'FM 5-0.pdf_286', 'ADP 5-0.pdf_73', 'ADP 5-0.pdf_63', 'ADP 1-01.pdf_27', 'ADP 6-0.pdf_50', 'ADP 6-0.pdf_119', 'ADP 3-19.pdf_31', 'FM 6-0.pdf_35', 'FM 6-0.pdf_227']",20,8,test,0,0.25,0.125
afi 10-1301 air force doctrine development,['AFI 10-1301.pdf_17'],1,1,"['AFPD 10-13.pdf_9', 'AFI 13-103.pdf_105', 'AFI 13-103.pdf_56', 'AFMAN 16-114.pdf_95']",4,3,test,0,0.25,0.3333333333333333
afi 10-209 red horse program,"['AFI 10-209.pdf_27', 'AFI 10-209.pdf_26', 'AFI 10-209.pdf_55', 'AFI 10-209.pdf_30', 'AFI 10-209.pdf_37']",5,1,"['AFPAM 10-219V1.pdf_129', 'AFPAM 10-219V1.pdf_45', 'CFETP 3E5X1.pdf_339', 'CFETP 3E5X1.pdf_331', 'CFETP 3E0X1.pdf_417', 'CFETP 3E0X1.pdf_411', 'CFETP 32EX.pdf_181', 'CFETP 32EX.pdf_70', 'CFETP 3E2X1C1.pdf_474', 'CFETP 3E2X1C1.pdf_466', 'CFETP 3E0X2.pdf_425', 'CFETP 3E0X2.pdf_419', 'CFETP 3E4X3.pdf_368', 'CFETP 3E4X3.pdf_362', 'CFETP 3E4X1C1.pdf_490', 'CFETP 3E4X1C1.pdf_484', 'CFETP 3E6X1.pdf_394', 'CFETP 3E6X1.pdf_388', 'CFETP 3E1X1C1.pdf_486', 'CFETP 3E1X1C1.pdf_480']",20,10,test,0,0.25,0.1
afi 11-214 air operations rules and procedures,"['AFI 11-214.pdf_0', 'AFI 11-214.pdf_45']",2,1,"['AFMAN 11-2U-2V1.pdf_68', 'AFMAN 11-2F-35AV1.pdf_64', 'AFMAN 11-2F-35AV1.pdf_62', 'AFMAN 11-2F-35AV1.pdf_53', 'AFI 11-2FTV3.pdf_113', 'AFI 11-2FTV3.pdf_79', 'AFI 11-2FTV3.pdf_857', 'AFI 11-2FTV3.pdf_78']",8,3,test,0,0.25,0.3333333333333333
afi 11-235 specialized refueling operations,"['AFI 11-235.pdf_27', 'AFI 11-235.pdf_49', 'AFI 11-235.pdf_46']",3,1,"['AFMAN 11-2HC-130JV3.pdf_185', 'AFMAN 11-2HC-130JV3.pdf_443', 'AFMAN 11-2HC-130JV3.pdf_142', 'AFMAN 11-2AC-130JV1.pdf_67', 'AFMAN 11-2AC-130JV1.pdf_64', 'AFMAN 11-2AC-130WV1.pdf_54', 'AFMAN 11-2MC-130JV3.pdf_468', 'AFMAN 11-2CV-22V3.pdf_57', 'AFMAN 11-2HH-60GV3.pdf_79', 'AFI 21-101.pdf_395', 'AFI 21-101.pdf_307', 'DAFI 21-101.pdf_440']",12,8,test,0,0.25,0.125
afi 13-520 aircraft and icbm nuclear operations,['AFI 13-520.pdf_27'],1,1,"['AFMD 63.pdf_7', 'AFI 63-125.pdf_48', 'AFI 63-125.pdf_34', 'AFMAN 11-301V3.pdf_49']",4,3,test,0,0.25,0.3333333333333333
afi 16-1402 insider threat program management,"['AFI 16-1402.pdf_20', 'AFI 16-1402.pdf_17']",2,1,"['AFI 10-2402.pdf_19', 'AFMAN 16-1405.pdf_205', 'AFMAN 16-1405.pdf_177', 'AFMAN 16-1405.pdf_226', 'AFMAN 16-1404V1.pdf_165', 'AFMAN 16-1404V1.pdf_112', 'AFMAN 16-1404V3.pdf_1049', 'AFMAN 16-1404V3.pdf_88']",8,4,test,0,0.25,0.25
afi 17-101 risk management framework (rmf) for air force information technology (it),"['AFI 17-101.pdf_21', 'AFI 17-101.pdf_78']",2,1,"['HOI 33-4.pdf_36', 'AFGM 2021-16-01.pdf_120', 'AFI 17-110.pdf_35', 'AFPD 17-1.pdf_16', 'AFMAN 17-1203.pdf_322', 'AFI 17-130.pdf_33', 'AFI 17-130.pdf_21', 'CFETP 4A0X1.pdf_537']",8,7,test,0,0.25,0.14285714285714285
afi 21-101 aircraft and equipment maintenance management,"['AFI 21-101.pdf_0', 'AFI 21-101.pdf_32', 'AFI 21-101.pdf_41', 'AFI 21-101.pdf_174', 'AFI 21-101.pdf_49']",5,1,"['AFI 21-150.pdf_13', 'AFI 21-150.pdf_15', 'AFMAN 11-2C-5V3.pdf_345', 'CFETP 2W0X1C1.pdf_207', 'AFI 36-2654.pdf_265', 'AFI 36-2654.pdf_466', 'AFMAN 11-2KC-10V3.pdf_179', 'CFETP 21MX.pdf_795', 'CFETP 21MX.pdf_892', 'AFMAN 63-143.pdf_75', 'AFMAN 23-122.pdf_677', 'AFMAN 23-122.pdf_615', 'AFMAN 21-113.pdf_37', 'AFMAN 21-113.pdf_16', 'AFMAN 21-113.pdf_15', 'AFMAN 21-200.pdf_137', 'AFMAN 21-200.pdf_132', 'AFI 11-301V1.pdf_107', 'AFI 11-301V1.pdf_53', 'AFI 25-101.pdf_75']",20,12,test,0,0.25,0.08333333333333333
afi 24-602v1 passenger movement,['AFI 24-602V1.pdf_102'],1,1,"['AFI 34-1201.pdf_120', 'AFI 34-1201.pdf_152', 'AFPAM 34-1202.pdf_29', 'AFPAM 34-1202.pdf_140']",4,2,test,0,0.25,0.5
afi 24-602v2 cargo movement,"['AFI 24-602V2.pdf_208', 'AFI 24-602V2.pdf_83', 'AFI 24-602V2.pdf_192', 'AFI 24-602V2.pdf_211', 'AFI 24-602V2.pdf_85']",5,1,"['CFETP 2T1X1.pdf_1126', 'DAFI 24-602V2.pdf_0', 'DAFI 24-602V2.pdf_258', 'DAFI 24-602V2.pdf_133', 'DAFI 24-602V2.pdf_242', 'DAFI 24-602V2.pdf_261', 'AFI 21-101.pdf_395', 'AFI 21-101.pdf_86', 'AFTTP 3-42.77.pdf_30', 'AFTTP 3-42.77.pdf_10', 'AFMAN 32-7002.pdf_106', 'AFMAN 32-7002.pdf_50', 'DAFI 21-101.pdf_440', 'DAFI 21-101.pdf_131', 'AFMAN 21-203.pdf_145', 'AFMAN 21-203.pdf_41', 'AFMAN 11-2HC-130JV3.pdf_185', 'AFMAN 11-2HC-130JV3.pdf_178', 'AFMAN 20-116.pdf_147', 'AFMAN 20-116.pdf_44']",20,9,test,0,0.25,0.1111111111111111
afi 24-605v2 air transportation operations,"['AFI 24-605V2.pdf_320', 'AFI 24-605V2.pdf_167', 'AFI 24-605V2.pdf_174', 'AFI 24-605V2.pdf_83', 'AFI 24-605V2.pdf_308']",5,1,"['AFMAN 13-106.pdf_45', 'AFMAN 11-2KC-10V1.pdf_207', 'AFMAN 11-2WC-130JV3.pdf_425', 'AFMAN 11-2WC-130JV3.pdf_346']",4,3,test,0,1.25,0.3333333333333333
afi 33-322 records management and information governance program,['AFI 33-322.pdf_6'],1,1,"['AFMAN 16-703V1.pdf_9', 'DAFI 36-3111.pdf_7', 'DAFI 36-3111.pdf_15', 'AFGM 2021-16-01.pdf_13']",4,3,test,0,0.25,0.3333333333333333
afi 36-1301 management of acquisition key leadership positions,['AFI 36-1301.pdf_0'],1,1,"['AFMAN 36-606.pdf_81', 'AFMAN 36-606.pdf_88', 'DAFI 99-103.pdf_125', 'DAFI 99-103.pdf_1639']",4,2,test,0,0.25,0.5
afi 36-2129 logistics plans management,"['AFI 36-2129.pdf_9', 'AFI 36-2129.pdf_14', 'AFI 36-2129.pdf_6']",3,1,"['CFETP 2G0X1.pdf_39', 'CFETP 2G0X1.pdf_201']",2,1,test,0,1.5,1.0
afi 36-2608 military personnel records systems,"['AFI 36-2608.pdf_50', 'AFI 36-2608.pdf_29']",2,1,"['AFI 10-403.pdf_127', 'DAFI 36-2907.pdf_251', 'AFI 36-2122.pdf_14', 'AFI 36-3208.pdf_269', 'CFETP 4A0X1.pdf_700', 'CFETP 4A0X1.pdf_779', 'AFMAN 41-210.pdf_258', 'AFI 51-509.pdf_38']",8,7,test,0,0.25,0.14285714285714285
afi 36-2654 combat arms program,"['AFI 36-2654.pdf_185', 'AFI 36-2654.pdf_93', 'AFI 36-2654.pdf_122', 'AFI 36-2654.pdf_149']",4,1,"['AFMAN 36-2655.pdf_543', 'AFMAN 36-2655.pdf_37', 'AFMAN 36-2655.pdf_34', 'AFMAN 36-2655.pdf_35', 'AFMAN 36-2655.pdf_308', 'AFI 10-403.pdf_128', 'AFI 10-403.pdf_85', 'AFMAN 11-2APV1.pdf_49', 'AFMAN 11-2APV1.pdf_64', 'AFMAN 11-2U-2V1.pdf_68', 'AFMAN 11-2AC-130JV1.pdf_67', 'AFMAN 11-2AC-130WV1.pdf_57', 'AFMAN 11-2UH-1NV1.pdf_81', 'CFETP 1T2XX.pdf_630', 'AFMAN 11-2EC-130JV1.pdf_33', 'AFMAN 11-2EC-130JV1.pdf_65']",16,9,test,0,0.25,0.1111111111111111
afi 36-2913 request for approval of foreign government employment of air force members,['AFI 36-2913.pdf_8'],1,1,"['AFI 36-2608.pdf_50', 'AFI 36-3209.pdf_206', 'AFI 36-3209.pdf_131', 'AFI 36-3209.pdf_64']",4,2,test,0,0.25,0.5
afi 36-901 civilian senior executive management,['AFI 36-901.pdf_74'],1,1,"['AFI 36-1004.pdf_344', 'AFI 36-1004.pdf_149', 'DAFI 36-1004.pdf_279', 'DAFI 36-1004.pdf_80']",4,2,test,0,0.25,0.5
afi 41-105 medical training programs,['AFI 41-105.pdf_0'],1,1,"['AFI 41-106.pdf_68', 'CFETP 4T0X1C2.pdf_507', 'AFI 41-117.pdf_98', 'AFI 41-117.pdf_61']",4,3,test,0,0.25,0.3333333333333333
afi 44-119 medical quality operations,"['AFI 44-119.pdf_452', 'AFI 44-119.pdf_6', 'AFI 44-119.pdf_377', 'AFI 44-119.pdf_328', 'AFI 44-119.pdf_504']",5,1,"['AFTTP 3-42.6.pdf_351', 'AFTTP 3-42.51.pdf_269', 'AFTTP 3-42.71.pdf_570', 'AFTTP 3-42.71.pdf_359', 'QTP 4E0X1-1.pdf_87', 'CFETP 4H0X1.pdf_218', 'CFETP 4P0X1.pdf_624', 'CFETP 4C0X1.pdf_854', 'CFETP 4A0X1.pdf_133', 'CFETP 4A0X1.pdf_782', 'AFTTP 3-42.69.pdf_72', 'AFTTP 3-42.69.pdf_147', 'AFI 44-173.pdf_49', 'AFI 44-173.pdf_34', 'AFTTP 3-42.62.pdf_102', 'AFTTP 3-42.62.pdf_118', 'CFETP 4J0X2A.pdf_775', 'AFI 44-104.pdf_18', 'AFI 44-104.pdf_6', 'AFI 44-176.pdf_75']",20,14,test,0,0.25,0.07142857142857142
afi 44-172 mental health,"['AFI 44-172.pdf_125', 'AFI 44-172.pdf_121']",2,1,"['DAFI 48-122.pdf_53', 'DAFI 48-122.pdf_55', 'DAFI 48-122.pdf_39', 'DAFI 48-122.pdf_27', 'CFETP 4C0X1.pdf_267', 'CFETP 4C0X1.pdf_859', 'CFETP 4C0X1.pdf_248', 'AFI 36-3208.pdf_54']",8,3,test,0,0.25,0.3333333333333333
afi 46-101 nursing services and operations,"['AFI 46-101.pdf_33', 'AFI 46-101.pdf_0', 'AFI 46-101.pdf_11']",3,1,"['CFETP 4N1X1-B-C-D.pdf_1709', 'CFETP 4J0X2A.pdf_775', 'AFTTP 3-42.51.pdf_269', 'AFI 44-176.pdf_75', 'CFETP 4C0X1.pdf_920', 'AFI 48-307V2.pdf_69', 'DAFI 48-107V1.pdf_280', 'DAFI 48-107V1.pdf_45', 'AFI 48-307V1.pdf_264', 'AFI 48-307V1.pdf_51', 'AFI 48-307V1.pdf_44', 'AFI 44-119.pdf_329']",12,9,test,0,0.25,0.1111111111111111
afi 51-110 professional responsibility program,['AFI 51-110.pdf_38'],1,1,"['DAFI 51-207.pdf_119', 'DAFI 51-207.pdf_77', 'AFI 51-101.pdf_168', 'AFI 51-101.pdf_410']",4,2,test,0,0.25,0.5
afi 52-101 planning and organizing,['AFI 52-101.pdf_8'],1,1,"['AFMAN 23-122.pdf_1172', 'AFMAN 23-122.pdf_658', 'DAFI 34-1101.pdf_40', 'DAFI 34-1101.pdf_73']",4,2,test,0,0.25,0.5
afman 10-207 command posts,"['AFMAN 10-207.pdf_29', 'AFMAN 10-207.pdf_39', 'AFMAN 10-207.pdf_35', 'AFMAN 10-207.pdf_48', 'AFMAN 10-207.pdf_77']",5,1,"['AFMAN 11-255V3.pdf_55', 'AFMAN 10-206.pdf_123', 'AFMAN 10-206.pdf_25', 'AFMAN 10-206.pdf_38', 'AFI 10-2501.pdf_142', 'AFI 10-2501.pdf_631', 'AFI 10-2501.pdf_550', 'AFI 10-403.pdf_129', 'AFI 10-403.pdf_59', 'AFI 10-208.pdf_48', 'AFI 10-208.pdf_31', 'AFI 38-101.pdf_315', 'AFI 38-101.pdf_154', 'AFMAN 10-2503.pdf_176', 'AFI 21-101.pdf_397', 'AFI 21-101.pdf_308', 'AFI 10-202.pdf_219', 'AFI 10-202.pdf_63', 'DAFI 21-101.pdf_442', 'DAFI 21-101.pdf_353']",20,10,test,0,0.25,0.1
afman 11-2c-21v3 c-21 operations procedures,"['AFMAN 11-2C-21V3.pdf_111', 'AFMAN 11-2C-21V3.pdf_2', 'AFMAN 11-2C-21V3.pdf_113', 'AFMAN 11-2C-21V3.pdf_106', 'AFMAN 11-2C-21V3.pdf_88']",5,1,"['AFMAN 11-2C-21V1.pdf_50', 'AFI 24-605V2.pdf_321', 'AFI 24-605V2.pdf_299']",3,2,test,0,1.6666666666666667,0.5
afman 11-403 aerospace physiological training program,"['AFMAN 11-403.pdf_6', 'AFMAN 11-403.pdf_61']",2,1,"['AFPAM 11-406.pdf_45', 'AFPAM 11-406.pdf_251', 'AFMAN 11-2C-145AV1.pdf_13', 'AFMAN 11-2MC-130JV1.pdf_24', 'AFMAN 11-2MC-130JV1.pdf_62', 'AFMAN 11-2E-3V1.pdf_75', 'AFMAN 11-2E-3V1.pdf_36', 'AFTTP 3-42.56.pdf_172']",8,5,test,0,0.25,0.2
afman 11-404 fighter aircrew acceleration training program,['AFMAN 11-404.pdf_16'],1,1,"['AFMAN 11-2APV1.pdf_64', 'AFPAM 11-406.pdf_251', 'AFPAM 11-406.pdf_156', 'AFMAN 11-2FTV1.pdf_105']",4,3,test,0,0.25,0.3333333333333333
afman 21-200 munitions and missile maintenance management,"['AFMAN 21-200.pdf_17', 'AFMAN 21-200.pdf_132', 'AFMAN 21-200.pdf_21']",3,1,"['AFMAN 21-201.pdf_137', 'AFMAN 21-201.pdf_471', 'AFMAN 21-201.pdf_203', 'AFMAN 21-201.pdf_183', 'AFMAN 21-201.pdf_386', 'DAFMAN 21-201.pdf_456', 'DAFMAN 21-201.pdf_49', 'DAFMAN 21-201.pdf_5', 'DAFMAN 21-201.pdf_238', 'AFMAN 21-202.pdf_115', 'AFMAN 21-202.pdf_52', 'DAFI 21-101.pdf_442']",12,4,test,0,0.25,0.25
afpam 10-219v4 airfield damage repair operations,['AFPAM 10-219V4.pdf_120'],1,1,"['AFTTP 3-32.10.pdf_951', 'AFTTP 3-32.18.pdf_74', 'AFTTP 3-32.19.pdf_103', 'AFPAM 10-219V5.pdf_403']",4,4,test,0,0.25,0.25
ai 106 alternative dispute resolution (adr) program,['AI 106 CH 1.pdf_17'],1,1,['AI 9 CH 1.pdf_60'],1,1,test,0,1.0,1.0
ar 11-42 army corrosion prevention and control program,"['AR 11-42.pdf_80', 'AR 11-42.pdf_67', 'AR 11-42.pdf_57']",3,1,"['PAM 11-42.pdf_124', 'PAM 11-42.pdf_40', 'PAM 11-42.pdf_12', 'PAM 11-42.pdf_37', 'PAM 11-42.pdf_30', 'AR 200-1.pdf_43']",6,2,test,0,0.5,0.5
ar 12-15 joint security cooperation education and training,"['AR 12-15.pdf_1', 'AR 12-15.pdf_22', 'AR 12-15.pdf_82', 'AR 12-15.pdf_6', 'AR 12-15.pdf_161']",5,1,"['TRADOC TR10-5-1.pdf_1828', 'PAM 11-31.pdf_65', 'PAM 11-31.pdf_59', 'OPNAVINST 1550.12A.pdf_33', 'AFI 36-4003.pdf_34', 'AFI 36-4003.pdf_17', 'AR 12-1.pdf_148', 'AR 12-1.pdf_41', 'SECNAVINST 4950.4B.pdf_1', 'SECNAVINST 4950.4B.pdf_22', 'SECNAVINST 4950.4B.pdf_6', 'SECNAVINST 4950.4B.pdf_82', 'SECNAVINST 4950.4B.pdf_161', 'AR 350-1.pdf_432', 'AR 600-8-105.pdf_217', 'AR 350-50.pdf_91', 'ATP 3-05.2.pdf_206', 'ATP 3-05.2.pdf_21', 'PAM 25-2-17.pdf_19', 'PAM 25-2-18.pdf_30']",20,12,test,0,0.25,0.08333333333333333
ar 15-1 department of the army federal advisory committee management program,"['AR 15-1.pdf_1', 'AR 15-1.pdf_2']",2,1,"['AR 525-27.pdf_278', 'AR 25-1.pdf_205', 'AR 600-20.pdf_381', 'AR 210-14.pdf_81', 'AR 56-9.pdf_234', 'AR 500-3.pdf_52', 'AR 600-63.pdf_189', 'AR 608-1.pdf_109']",8,8,test,0,0.25,0.125
ar 20-1 inspector general activities and procedures,"['AR 20-1.pdf_4', 'AR 20-1.pdf_381', 'AR 20-1.pdf_27']",3,1,"['TRADOC TS1-201.pdf_121', 'AR 1-201.pdf_14', 'USAR PAM 600-2.pdf_516', 'USAR REG 1-201.pdf_124', 'AR 600-8-2.pdf_66', 'USAR REG 10-1.pdf_347', 'AR 360-1.pdf_180', 'AR 190-45.pdf_79', 'AR 350-1.pdf_432', 'CNGBI 0700.01A.pdf_24', 'ARMY DIR 2018-16.pdf_80', 'AR 95-2.pdf_84']",12,12,test,0,0.25,0.08333333333333333
ar 25-1 army information technology,"['AR 25-1.pdf_210', 'AR 25-1.pdf_202', 'AR 25-1.pdf_4', 'AR 25-1.pdf_9', 'AR 25-1.pdf_22']",5,1,"['AR 25-2.pdf_181', 'AR 25-2.pdf_189', 'AR 25-22.pdf_36', 'AR 25-22.pdf_30', 'TRADOC TS25-1.pdf_39', 'AR 25-50.pdf_250', 'AR 20-1.pdf_309', 'AR 20-1.pdf_314', 'USAR PAM 25-2.pdf_1063', 'USAR PAM 25-2.pdf_65', 'AR 10-82.pdf_18', 'AR 10-82.pdf_7', 'AR 10-82.pdf_12', 'AR 10-82.pdf_27', 'TRADOC TR350-71.pdf_207', 'AR 735-17.pdf_39', 'AR 621-5.pdf_187', 'AR 621-5.pdf_60', 'AR 708-1.pdf_45', 'AR 700-138.pdf_129']",20,12,test,0,0.25,0.08333333333333333
ar 25-2 army cybersecurity,"['AR 25-2.pdf_4', 'AR 25-2.pdf_109', 'AR 25-2.pdf_166', 'AR 25-2.pdf_178', 'AR 25-2.pdf_34']",5,1,"['AR 25-50.pdf_250', 'AR 25-1.pdf_4', 'AR 25-1.pdf_202', 'AR 25-1.pdf_191', 'AR 25-1.pdf_74', 'AR 25-1.pdf_59', 'AR 20-1.pdf_189', 'AR 700-142.pdf_244', 'PAM 25-2-6.pdf_3', 'PAM 25-2-6.pdf_17', 'PAM 25-2-6.pdf_91', 'PAM 25-2-6.pdf_97', 'PAM 25-2-6.pdf_8', 'AR 25-13.pdf_68', 'AR 25-13.pdf_71', 'AR 25-13.pdf_18', 'AR 25-13.pdf_33', 'AR 10-82.pdf_18', 'AR 10-82.pdf_12', 'AR 360-1.pdf_180']",20,8,test,0,0.25,0.125
